1,1.943826E-05,1.109192E-02,0.806884,1.783490E-03,1.783505E-03,-9.640650E-02,9.643949E-02
1,1.801564E-02,9.030565E-02,0.882940,1.783507E-03,1.783507E-03,-9.640649E-02,9.643947E-02
1,3.871895E-02,4.761210E-02,0.878352,1.783507E-03,1.783507E-03,-9.640649E-02,9.643947E-02
1,1.859584E-02,6.389784E-02,0.510563,1.784371E-03,1.784859E-03,-9.640596E-02,9.643899E-02
1,2.468611E-02,1.363492E-02,0.458846,1.782800E-03,1.783700E-03,-9.640656E-02,9.643954E-02
1,7.846651E-02,7.166977E-02,0.516717,1.783527E-03,1.783431E-03,-9.640639E-02,9.643938E-02
1,6.182906E-02,3.941604E-02,0.915152,1.784017E-03,1.783688E-03,-9.640519E-02,9.643818E-02
1,4.319720E-02,8.705738E-03,0.460858,1.082769E-02,1.082679E-02,-8.736295E-02,8.869466E-02
1,3.449054E-03,9.090883E-02,0.649999,1.783507E-03,1.783507E-03,-9.640649E-02,9.643947E-02
1,4.090159E-02,9.983846E-02,0.407075,1.783982E-03,1.784845E-03,-9.640638E-02,9.643940E-02
1,2.000261E-02,1.450325E-02,0.824167,2.383233E-03,2.383218E-03,-9.580677E-02,9.586603E-02
1,7.325812E-03,5.457972E-02,0.547849,1.784181E-03,1.785494E-03,-9.640793E-02,9.644096E-02
1,3.826769E-02,7.968862E-02,0.832509,1.783765E-03,1.785012E-03,-9.640571E-02,9.643874E-02
1,9.814002E-02,1.540081E-04,0.396435,1.784097E-03,1.779958E-03,-9.640831E-02,9.644125E-02
1,3.276511E-02,2.153619E-02,0.654898,1.783259E-03,1.783754E-03,-9.640657E-02,9.643956E-02
1,3.291947E-02,8.218995E-02,0.628440,1.784650E-03,1.782902E-03,-9.640563E-02,9.643862E-02
1,5.493319E-02,8.056045E-02,0.527963,2.026491E-03,2.026475E-03,-9.616363E-02,9.620632E-02
1,9.607670E-02,8.972648E-02,0.864720,1.783507E-03,1.783507E-03,-9.640649E-02,9.643947E-02
1,9.484091E-02,3.469504E-02,0.469997,1.783507E-03,1.783507E-03,-9.640649E-02,9.643947E-02
1,4.040936E-02,2.299698E-03,0.386538,1.783507E-03,1.783507E-03,-9.640649E-02,9.643947E-02
1,1.499815E-03,5.916087E-02,0.650741,1.783507E-03,1.783507E-03,-9.640649E-02,9.643947E-02
1,8.185742E-02,7.988064E-02,0.611670,1.781388E-03,1.784341E-03,-9.640618E-02,9.643915E-02
1,1.082850E-02,2.963724E-02,0.543305,3.017212E-03,3.014973E-03,-9.517568E-02,9.527121E-02
1,8.733772E-02,9.416275E-02,0.903418,1.787122E-03,1.787755E-03,-9.640928E-02,9.644242E-02
1,6.345217E-02,4.579209E-02,0.839418,1.784525E-03,1.783945E-03,-9.640441E-02,9.643743E-02
1,3.398749E-02,4.999068E-02,0.794817,1.783507E-03,1.783507E-03,-9.640649E-02,9.643947E-02
1,6.747188E-03,8.984399E-02,0.364351,1.783507E-03,1.783507E-03,-9.640649E-02,9.643947E-02
1,1.800469E-03,3.757479E-02,0.550543,1.711222E-02,1.711334E-02,-8.107652E-02,8.461145E-02
1,8.474132E-02,9.129710E-02,0.905666,1.738388E-02,1.738436E-02,-8.079907E-02,8.445653E-02
1,4.468631E-02,6.763430E-03,0.419999,1.783508E-03,1.783506E-03,-9.640649E-02,9.643947E-02
1,9.515081E-02,3.879920E-02,0.883816,1.784730E-03,1.784479E-03,-9.640752E-02,9.644055E-02
1,1.808874E-02,3.970129E-02,0.926290,1.783504E-03,1.783490E-03,-9.640649E-02,9.643947E-02
1,5.774577E-02,1.100010E-02,0.559009,1.783936E-03,1.782791E-03,-9.640532E-02,9.643830E-02
1,9.980092E-02,1.803359E-02,0.531292,1.783507E-03,1.783507E-03,-9.640649E-02,9.643947E-02
1,4.498110E-02,6.792417E-02,0.483953,1.783507E-03,1.783507E-03,-9.640649E-02,9.643947E-02
1,4.686310E-04,3.637197E-02,0.611567,1.783507E-03,1.783508E-03,-9.640649E-02,9.643947E-02
